"TOA5","CS650Calibration","CR1000","5308","CR1000.Std.25","CPU:CS650Calibrations.CR1","1216","CS650Callibration"
"TIMESTAMP","RECORD","BattV_Avg","PTemp_C_Avg","CS650(1,1)","CS650(1,2)","CS650(1,3)","CS650(1,4)","CS650(1,5)","CS650(1,6)","CS650(2,1)","CS650(2,2)","CS650(2,3)","CS650(2,4)","CS650(2,5)","CS650(2,6)","CS650(3,1)","CS650(3,2)","CS650(3,3)","CS650(3,4)","CS650(3,5)","CS650(3,6)","CS650(4,1)","CS650(4,2)","CS650(4,3)","CS650(4,4)","CS650(4,5)","CS650(4,6)","CS650(5,1)","CS650(5,2)","CS650(5,3)","CS650(5,4)","CS650(5,5)","CS650(5,6)","CS650(6,1)","CS650(6,2)","CS650(6,3)","CS650(6,4)","CS650(6,5)","CS650(6,6)","CS650(7,1)","CS650(7,2)","CS650(7,3)","CS650(7,4)","CS650(7,5)","CS650(7,6)","CS650(8,1)","CS650(8,2)","CS650(8,3)","CS650(8,4)","CS650(8,5)","CS650(8,6)","CS650(9,1)","CS650(9,2)","CS650(9,3)","CS650(9,4)","CS650(9,5)","CS650(9,6)","CS650(10,1)","CS650(10,2)","CS650(10,3)","CS650(10,4)","CS650(10,5)","CS650(10,6)","CS650(11,1)","CS650(11,2)","CS650(11,3)","CS650(11,4)","CS650(11,5)","CS650(11,6)","CS650(12,1)","CS650(12,2)","CS650(12,3)","CS650(12,4)","CS650(12,5)","CS650(12,6)","CS650(13,1)","CS650(13,2)","CS650(13,3)","CS650(13,4)","CS650(13,5)","CS650(13,6)","CS650(14,1)","CS650(14,2)","CS650(14,3)","CS650(14,4)","CS650(14,5)","CS650(14,6)","CS650(15,1)","CS650(15,2)","CS650(15,3)","CS650(15,4)","CS650(15,5)","CS650(15,6)","CS650(16,1)","CS650(16,2)","CS650(16,3)","CS650(16,4)","CS650(16,5)","CS650(16,6)","CS650(17,1)","CS650(17,2)","CS650(17,3)","CS650(17,4)","CS650(17,5)","CS650(17,6)","CS650(18,1)","CS650(18,2)","CS650(18,3)","CS650(18,4)","CS650(18,5)","CS650(18,6)","CS650(19,1)","CS650(19,2)","CS650(19,3)","CS650(19,4)","CS650(19,5)","CS650(19,6)","CS650(20,1)","CS650(20,2)","CS650(20,3)","CS650(20,4)","CS650(20,5)","CS650(20,6)","CS650(21,1)","CS650(21,2)","CS650(21,3)","CS650(21,4)","CS650(21,5)","CS650(21,6)","CS650(22,1)","CS650(22,2)","CS650(22,3)","CS650(22,4)","CS650(22,5)","CS650(22,6)","CS650(23,1)","CS650(23,2)","CS650(23,3)","CS650(23,4)","CS650(23,5)","CS650(23,6)","CS650(24,1)","CS650(24,2)","CS650(24,3)","CS650(24,4)","CS650(24,5)","CS650(24,6)","CS650(25,1)","CS650(25,2)","CS650(25,3)","CS650(25,4)","CS650(25,5)","CS650(25,6)","CS650(26,1)","CS650(26,2)","CS650(26,3)","CS650(26,4)","CS650(26,5)","CS650(26,6)","CS650(27,1)","CS650(27,2)","CS650(27,3)","CS650(27,4)","CS650(27,5)","CS650(27,6)","CS650(28,1)","CS650(28,2)","CS650(28,3)","CS650(28,4)","CS650(28,5)","CS650(28,6)","CS650(29,1)","CS650(29,2)","CS650(29,3)","CS650(29,4)","CS650(29,5)","CS650(29,6)","CS650(30,1)","CS650(30,2)","CS650(30,3)","CS650(30,4)","CS650(30,5)","CS650(30,6)"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-02-16 16:00:00",0,12.9,35,0.3114,0.0426,25.7588,17.4134,3.1659,1.1257,0.2265,0.033,28.0344,12.0468,2.8054,1.0998,0.3037,0.0524,25.8847,16.8689,3.1377,1.1532,0.2304,0.0512,26.9777,12.2683,2.8528,1.1511,0.3375,0.0589,28.1512,19.3696,3.2744,1.1743,0.2955,0.0469,26.7747,16.3011,3.1038,1.1345,0.2841,0.0543,26.3052,15.5443,3.0461,1.1606,0.2923,0.0415,24.5247,16.0836,3.0891,1.1248,0.2025,0.0293,28.6336,10.7381,2.7127,1.088,0.2636,0.0582,26.9438,14.2343,2.9749,1.1753,0.2318,0.0349,26.0892,12.3498,2.828,1.1037,0.2717,0.0525,26.7973,14.7397,3.0099,1.1581,0.2646,0.1122,26.6621,14.2954,3.0235,1.3385,0.3336,0.0552,26.989,19.0679,3.2643,1.167,0.4457,0.0696,26.0331,30.2049,3.8192,1.1976,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 16:30:00",1,12.91,34.23,0.3001,0.0415,26.0275,16.6156,3.1184,1.1223,0.2259,0.0332,28.3422,12.0123,2.8031,1.1006,0.3012,0.0526,26.2434,16.6937,3.1275,1.1539,0.2262,0.0507,27.6594,12.0319,2.8359,1.1498,0.3372,0.0591,28.4621,19.347,3.2733,1.1749,0.294,0.0472,26.91,16.2047,3.0981,1.1352,0.2841,0.0544,26.3922,15.5429,3.0461,1.161,0.2726,0.0385,24.5774,14.7987,3.0077,1.1158,0.2013,0.0294,28.9976,10.6773,2.7082,1.0883,0.2434,0.0535,27.7162,13.0165,2.8924,1.161,0.2315,0.035,26.5749,12.3329,2.8268,1.1039,0.2732,0.05,26.8423,14.8349,3.0145,1.1506,0.2525,0.1084,26.4175,13.5601,2.9749,1.3269,0.3334,0.0552,26.972,19.0478,3.2631,1.1668,0.4394,0.0666,25.538,29.4019,3.7842,1.189,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 17:00:00",2,12.91,33.81,0.2973,0.0414,26.2799,16.4275,3.1071,1.122,0.2253,0.0333,28.5449,11.9797,2.8008,1.1008,0.2995,0.0528,26.5215,16.5775,3.1207,1.1543,0.2245,0.0507,28.0515,11.9357,2.8291,1.1499,0.3372,0.0596,28.7653,19.343,3.2733,1.1764,0.2934,0.0478,27.0369,16.1616,3.0958,1.137,0.2841,0.0544,26.6537,15.5433,3.0461,1.1609,0.2687,0.0385,24.7969,14.5507,2.9919,1.1158,0.1999,0.0293,29.2016,10.6042,2.7025,1.0879,0.2411,0.0534,28.0174,12.8829,2.8833,1.1606,0.2312,0.0351,26.8902,12.3155,2.8257,1.1043,0.2641,0.0467,27.0228,14.2624,2.976,1.1406,0.2508,0.1083,26.4821,13.4536,2.9681,1.3267,0.3334,0.055,27.0991,19.0493,3.2631,1.1662,0.436,0.0663,25.7476,28.9906,3.7661,1.1883,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 17:30:00",3,12.92,33.32,0.2957,0.0411,26.4568,16.3168,3.1004,1.1212,0.2253,0.0333,28.6336,11.9798,2.8008,1.1008,0.2986,0.053,26.6818,16.5185,3.1173,1.1549,0.2236,0.0508,28.1939,11.8875,2.8257,1.15,0.3371,0.0599,28.9602,19.3402,3.2733,1.1775,0.2928,0.0479,27.0906,16.1232,3.0936,1.1373,0.2841,0.0544,26.8226,15.5433,3.0461,1.1609,0.2665,0.0384,25.0306,14.4112,2.9828,1.1154,0.1983,0.0289,29.1872,10.5187,2.6957,1.0868,0.2402,0.0533,28.0629,12.8334,2.88,1.1604,0.231,0.035,27.0793,12.3002,2.8246,1.104,0.2548,0.0443,27.1188,13.6949,2.9376,1.1333,0.2502,0.1084,26.5439,13.4176,2.9659,1.3267,0.3334,0.0551,27.1979,19.0483,3.2631,1.1666,0.3655,0.0513,26.0499,21.695,3.4157,1.1455,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 18:00:00",4,12.92,32.66,0.2946,0.0411,26.5693,16.2416,3.0958,1.1212,0.225,0.0334,28.6222,11.963,2.7997,1.101,0.2978,0.053,26.755,16.4612,3.1139,1.1549,0.2234,0.0507,28.2167,11.8729,2.8246,1.1496,0.3374,0.06,29.0291,19.3604,3.2744,1.1777,0.2925,0.0482,27.1245,16.1018,3.0924,1.1382,0.2842,0.0541,26.9298,15.5453,3.0461,1.1603,0.2653,0.0386,25.1977,14.3393,2.9783,1.116,0.198,0.0289,29.0607,10.504,2.6946,1.0868,0.2397,0.0529,28.0515,12.8034,2.8777,1.1593,0.2307,0.0351,27.1753,12.2832,2.8234,1.1042,0.2523,0.0438,27.1612,13.5457,2.9274,1.1318,0.2498,0.1086,26.6115,13.3968,2.9647,1.3274,0.3334,0.0551,27.2658,19.0485,3.2631,1.1665,0.3516,0.0489,26.2967,20.505,3.3524,1.1388,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 18:30:00",5,12.92,31.4,0.2927,0.041,26.603,16.1119,3.0879,1.1208,0.225,0.0331,28.4335,11.9655,2.7997,1.1003,0.2973,0.053,26.7128,16.4232,3.1117,1.1549,0.2229,0.0501,28.0714,11.8465,2.8223,1.1481,0.3376,0.0601,28.9459,19.3807,3.2756,1.178,0.2923,0.0481,27.0624,16.0843,3.0913,1.1378,0.2845,0.0538,26.9128,15.5669,3.0472,1.1594,0.2645,0.0384,25.3287,14.2882,2.9749,1.1156,0.1972,0.0285,28.7567,10.4634,2.6912,1.0856,0.2392,0.0529,27.8894,12.7703,2.8754,1.1592,0.2284,0.0349,27.0821,12.1554,2.8144,1.1037,0.251,0.0432,26.9749,13.4661,2.9218,1.1301,0.2498,0.1086,26.5777,13.3969,2.9647,1.3274,0.3334,0.0549,27.2488,19.0496,3.2631,1.1661,0.3462,0.0482,26.4147,20.0679,3.3287,1.1366,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 19:00:00",6,12.92,29.68,0.2913,0.0408,26.3838,16.0202,3.0823,1.1203,0.2251,0.0328,27.9946,11.9685,2.7997,1.0993,0.2968,0.0522,26.4287,16.3922,3.1094,1.1526,0.2227,0.0496,27.6849,11.8368,2.8212,1.1463,0.3382,0.0598,28.6536,19.4251,3.2778,1.177,0.292,0.0479,26.8142,16.0672,3.0902,1.1372,0.2845,0.0536,26.6649,15.5693,3.0472,1.1586,0.2633,0.0384,25.3148,14.2183,2.9704,1.1156,0.1973,0.0281,28.2737,10.4669,2.6912,1.0845,0.239,0.0522,27.4893,12.7606,2.8743,1.1572,0.2282,0.0345,26.817,12.1434,2.8133,1.1024,0.2505,0.0429,26.5805,13.4349,2.9195,1.1292,0.2496,0.1081,26.3276,13.3855,2.9636,1.3259,0.3334,0.0549,27.0991,19.0503,3.2631,1.1658,0.3439,0.048,26.3697,19.8812,3.3185,1.136,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 19:30:00",7,12.92,27.53,0.2903,0.0404,26.1004,15.9495,3.0778,1.1191,0.2254,0.0323,27.3874,11.9892,2.8008,1.0979,0.296,0.0517,25.9687,16.3394,3.106,1.1513,0.2223,0.0489,27.1103,11.8122,2.8189,1.1443,0.3388,0.0595,28.1825,19.4694,3.2801,1.1761,0.2918,0.0473,26.4343,16.0535,3.0891,1.1356,0.2852,0.0531,26.2995,15.6115,3.0495,1.1571,0.2626,0.0381,25.1726,14.1692,2.967,1.1146,0.1971,0.0276,27.6197,10.4569,2.6901,1.083,0.2388,0.0515,26.9918,12.7512,2.8732,1.1551,0.228,0.034,26.3501,12.1319,2.8121,1.101,0.2502,0.0424,26.0443,13.4225,2.9184,1.1278,0.2498,0.1073,25.9351,13.3959,2.9636,1.3234,0.3334,0.0543,26.7212,19.0545,3.2631,1.1642,0.3424,0.0475,26.1424,19.7595,3.3117,1.1348,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 20:00:00",8,12.92,25.25,0.2892,0.0398,25.6442,15.8802,3.0732,1.1174,0.2261,0.0319,26.6143,12.025,2.8031,1.0966,0.2956,0.0507,25.4208,16.3103,3.1038,1.1484,0.2222,0.0479,26.4737,11.8066,2.8178,1.1413,0.3393,0.0589,27.5262,19.516,3.2823,1.1743,0.2916,0.0467,25.8595,16.0403,3.0879,1.1338,0.2853,0.0523,25.7448,15.6193,3.0495,1.1546,0.2626,0.0378,24.8748,14.172,2.967,1.1137,0.1969,0.0271,26.8057,10.4474,2.6889,1.0814,0.2384,0.0505,26.2518,12.7281,2.8709,1.1521,0.2278,0.0336,25.7113,12.1195,2.811,1.0999,0.25,0.042,25.3399,13.4094,2.9173,1.1265,0.2498,0.106,25.4264,13.3939,2.9625,1.3197,0.334,0.0541,26.2238,19.0973,3.2654,1.1635,0.3417,0.0472,25.7952,19.6993,3.3083,1.1339,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 20:30:00",9,12.92,23.21,0.2884,0.0394,25.0612,15.8283,3.0698,1.1161,0.2265,0.0313,25.826,12.0462,2.8042,1.095,0.2955,0.0497,24.8442,16.3004,3.1026,1.1454,0.222,0.047,25.7504,11.7998,2.8167,1.1387,0.3397,0.058,26.7353,19.5439,3.2835,1.1716,0.2914,0.0459,25.1615,16.0281,3.0868,1.1317,0.2857,0.0515,25.0362,15.6451,3.0506,1.1524,0.2616,0.0372,24.4747,14.1077,2.9625,1.112,0.197,0.0266,25.9295,10.4526,2.6889,1.0797,0.2383,0.0497,25.4627,12.7197,2.8698,1.1496,0.2279,0.033,25.0445,12.1256,2.811,1.098,0.2501,0.0413,24.5941,13.4161,2.9173,1.1244,0.2497,0.105,24.808,13.3894,2.9613,1.3165,0.3344,0.0532,25.6023,19.1246,3.2665,1.1608,0.3407,0.0468,25.3427,19.6192,3.3038,1.1328,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 21:00:00",10,12.92,21.51,0.288,0.0388,24.4886,15.7961,3.0676,1.1145,0.2244,0.0302,24.9693,11.9296,2.7952,1.0915,0.295,0.0492,24.2029,16.2669,3.1004,1.144,0.2219,0.0462,24.9555,11.7916,2.8155,1.1365,0.3403,0.0571,25.8959,19.5923,3.2857,1.1691,0.2912,0.0453,24.4303,16.0148,3.0857,1.1299,0.2855,0.0505,24.3138,15.6356,3.0495,1.1495,0.261,0.0369,24.0118,14.0763,2.9602,1.1109,0.1969,0.026,25.0612,10.4433,2.6878,1.078,0.2381,0.049,24.6913,12.7106,2.8687,1.1474,0.2279,0.0326,24.3471,12.1299,2.811,1.0967,0.25,0.0406,23.8319,13.4058,2.9161,1.1223,0.25,0.1034,24.1808,13.4101,2.9613,1.3116,0.3352,0.0527,24.9471,19.1902,3.2699,1.1592,0.3399,0.0462,24.8191,19.5619,3.3004,1.1309,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 21:30:00",11,12.91,20.18,0.2874,0.0385,23.9039,15.7621,3.0653,1.1135,0.2239,0.0297,24.2251,11.9031,2.7929,1.0899,0.2948,0.0483,23.5859,16.2565,3.0992,1.1412,0.2218,0.0452,24.2223,11.7866,2.8144,1.1333,0.3409,0.0563,25.0668,19.6408,3.288,1.1666,0.291,0.0447,23.7932,16.0012,3.0845,1.1282,0.2851,0.0496,23.5721,15.6067,3.0472,1.1469,0.2608,0.0363,23.5251,14.0639,2.9591,1.1093,0.1964,0.0255,24.214,10.4184,2.6855,1.0766,0.238,0.0479,23.9565,12.7045,2.8675,1.1443,0.228,0.0321,23.6522,12.1343,2.811,1.0954,0.2501,0.0401,23.0808,13.4112,2.9161,1.1206,0.2503,0.102,23.5776,13.4273,2.9613,1.3074,0.3355,0.052,24.2473,19.2161,3.271,1.157,0.3392,0.0455,24.2777,19.5044,3.297,1.1291,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 22:00:00",12,12.91,19.15,0.2872,0.0382,23.3732,15.7464,3.0642,1.1126,0.224,0.029,23.5196,11.9089,2.7929,1.088,0.2949,0.0477,23.0119,16.2619,3.0992,1.1394,0.2216,0.0445,23.5334,11.7769,2.8133,1.1315,0.3412,0.0556,24.2777,19.6667,3.2891,1.1647,0.2911,0.0439,23.1387,16.0085,3.0845,1.1258,0.2836,0.0484,22.8356,15.507,3.0405,1.1432,0.2606,0.0359,23.0588,14.0508,2.9579,1.1079,0.1956,0.025,23.4699,10.3789,2.6822,1.0751,0.2379,0.0472,23.227,12.6959,2.8664,1.1419,0.2281,0.0316,23.0064,12.1394,2.811,1.0938,0.2499,0.0394,22.4227,13.4005,2.915,1.1186,0.2503,0.1009,22.9981,13.4233,2.9602,1.3041,0.3361,0.0511,23.5997,19.2634,3.2733,1.1545,0.3387,0.0448,23.713,19.4679,3.2948,1.1271,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 22:30:00",13,12.91,18.33,0.287,0.0373,22.8576,15.7352,3.0631,1.1101,0.2241,0.0286,22.8466,11.9136,2.7929,1.0865,0.2947,0.0468,22.4117,16.2504,3.0981,1.1369,0.2215,0.0439,22.8631,11.7675,2.8121,1.1297,0.3419,0.0546,23.5168,19.7161,3.2914,1.1617,0.2912,0.0433,22.5438,16.014,3.0845,1.124,0.2823,0.0476,22.1836,15.4221,3.0348,1.1408,0.2601,0.0355,22.5795,14.0193,2.9557,1.1069,0.1954,0.0245,22.7529,10.3693,2.681,1.0735,0.2377,0.0465,22.6015,12.6863,2.8653,1.1398,0.2282,0.0311,22.365,12.1441,2.811,1.0923,0.2499,0.0391,21.7963,13.4034,2.915,1.1177,0.2503,0.0995,22.4365,13.4232,2.9591,1.2998,0.3365,0.0504,22.9513,19.2894,3.2744,1.1523,0.3383,0.0444,23.2049,19.4296,3.2925,1.126,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 23:00:00",14,12.91,17.64,0.2868,0.0371,22.3375,15.7186,3.0619,1.1095,0.2241,0.0282,22.189,11.9165,2.7929,1.0856,0.2953,0.0463,21.8622,16.2926,3.1004,1.1354,0.2213,0.0432,22.2165,11.7588,2.811,1.1276,0.3419,0.0538,22.8328,19.7222,3.2914,1.1593,0.291,0.0427,21.9391,15.9999,3.0834,1.1225,0.2815,0.0469,21.5822,15.3728,3.0314,1.1389,0.2596,0.0351,22.1121,13.9886,2.9534,1.1056,0.1953,0.0239,22.0791,10.3599,2.6799,1.0718,0.2375,0.0457,21.9912,12.677,2.8641,1.1377,0.2283,0.0306,21.7853,12.149,2.811,1.0908,0.25,0.0384,21.1873,13.4101,2.915,1.1155,0.2502,0.0983,21.8676,13.4198,2.9579,1.2963,0.3368,0.0495,22.3072,19.3163,3.2756,1.1497,0.338,0.044,22.6841,19.4122,3.2914,1.1247,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
"2015-02-16 23:30:00",15,12.91,17.11,0.2866,0.0365,21.8594,15.7056,3.0608,1.1076,0.2231,0.0275,21.5987,11.8601,2.7884,1.0834,0.2949,0.0456,21.3162,16.261,3.0981,1.1333,0.2214,0.0426,21.6234,11.7644,2.811,1.1259,0.342,0.0529,22.1588,19.7292,3.2914,1.1565,0.2911,0.0423,21.3848,16.0034,3.0834,1.1213,0.2811,0.0462,21.0147,15.3425,3.0292,1.1368,0.2594,0.0347,21.6481,13.9755,2.9523,1.1042,0.1951,0.0235,21.4533,10.3493,2.6788,1.0705,0.2376,0.0453,21.382,12.6814,2.8641,1.1364,0.2283,0.0303,21.234,12.1516,2.811,1.09,0.2498,0.0378,20.6285,13.3984,2.9139,1.1139,0.2504,0.0972,21.3464,13.4337,2.9579,1.2928,0.3371,0.0488,21.6838,19.342,3.2767,1.1476,0.3376,0.0434,22.1643,19.3754,3.2891,1.1229,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
